"pth","Points:0","Points:1","Points:2"
0.5,0.020885,0.0038971,0
0.5,0.020813,0.0040054,0
0.5,0.020187,0.0040054,0
0.5,0.020063,0.0040054,0
0.5,0.019938,0.0040054,0
0.5,0.01981,0.0040015,0
0.5,0.030313,0.0076859,0
0.5,0.01969,0.0040015,0
0.5,0.022563,0.007686,0
0.5,0.030937,0.0074695,0
0.5,0.019563,0.0037889,0
0.5,0.019438,0.0037889,0
0.5,0.019629,0.0038971,0
0.5,0.019313,0.0037889,0
0.5,0.0225,0.0075777,0
0.5,0.031,0.0075777,0
0.5,0.031062,0.007686,0
0.5,0.017812,0.0040054,0
0.5,0.017938,0.0040054,0
0.5,0.017688,0.0040054,0
0.5,0.017438,0.0037889,0
0.5,0.017563,0.0037889,0
0.5,0.017625,0.0038971,0
0.5,0.017313,0.0037889,0
0.5,0.0065625,0.0024898,0
0.5,0.02475,0.0075777,0
0.5,0.024688,0.007686,0
0.5,0.006625,0.0025981,0
0.5,0.025125,0.0073612,0
0.5,0.025188,0.007253,0
0.5,0.026313,0.0074695,0
0.5,0.011188,0.0037889,0
0.5,0.011125,0.0038971,0
0.5,0.026813,0.00075777,0
0.5,0.011063,0.0040054,0
0.5,0.01025,0.0041136,0
0.5,0.010313,0.0040054,0
0.5,0.027187,0.00075777,0
0.5,0.030063,0.0072521,0
0.5,0.029063,0.00075777,0
0.5,0.030125,0.0073612,0
0.5,0.030188,0.0074692,0
0.5,0.029437,0.00075777,0
0.5,0.03025,0.0075777,0
0.5,0.032187,0.00010847,0
0.5,0.03225,0.00021651,0
0.5,0.032625,0.00043301,0
0.5,0.032562,0.00032476,0
0.5,0.033188,0.00075777,0
0.5,0.032313,0.00032476,0
0.5,0.032688,0.00054127,0
0.5,0.032937,0.00054127,0
0.5,0.026938,0.00075777,0
0.5,0.027062,0.00075777,0
0.5,0.029188,0.00075777,0
0.5,0.029312,0.00075777,0
0.5,0.03194,0.00010362,0
0.5,0.03206,0.00010384,0
0.5,0.032438,0.00032476,0
0.5,0.03188,0,0
0.5,0.032813,0.00054127,0
0.5,0.03963,0.0043724,0
0.5,0.03973,0.004324,0
0.5,0.039562,0.0042867,0
0.5,0.028192,0.0091847,0
0.5,0.028314,0.0091932,0
0.5,0.027458,0.0091003,0
0.5,0.03219,0.0099173,0
0.5,0.039525,0.004198,0
0.5,0.026963,0.0092002,0
0.5,0.03394,0.0089652,0
0.5,0.033815,0.0089616,0
0.5,0.032125,0.01,0
0.5,0.026873,0.0091782,0
0.5,0.03369,0.0089562,0
0.5,0.033624,0.0090469,0
0.5,0.027948,0.0091551,0
0.5,0.02807,0.0091777,0
0.5,0.03356,0.009137,0
0.5,0.027824,0.0091452,0
0.5,0.027701,0.0091252,0
0.5,0.027586,0.0091191,0
0.5,0.026768,0.009176,0
0.5,0.031939,0.0089372,0
0.5,0.031817,0.0089379,0
