"pth","Points:0","Points:1","Points:2"
0.5,0.017063,0.0035724,0
0.5,0.017188,0.0035724,0
0.5,0.01925,0.0049796,0
0.5,0.019188,0.0050879,0
0.5,0.016063,0.0070365,0
0.5,0.015938,0.0070365,0
0.5,0.015813,0.0070365,0
0.5,0.01575,0.0071447,0
0.5,0.034813,0.0083354,0
0.5,0.011563,0.0031393,0
0.5,0.0115,0.0032476,0
0.5,0.017938,0.008552,0
0.5,0.017813,0.008552,0
0.5,0.020563,0.0014073,0
0.5,0.019563,0.0014073,0
0.5,0.019688,0.0014073,0
0.5,0.0165,0.0032476,0
0.5,0.016438,0.0031393,0
0.5,0.037688,0.00682,0
0.5,0.037563,0.00682,0
0.5,0.020688,0.0014073,0
0.5,0.020813,0.0014073,0
0.5,0.025812,0.0031393,0
0.5,0.0355,0.0080107,0
0.5,0.029813,0.0044384,0
0.5,0.029875,0.0043301,0
0.5,0.019438,0.008552,0
0.5,0.019313,0.008552,0
0.5,0.0095625,0.0057374,0
0.5,0.0096875,0.0057374,0
0.5,0.033937,0.0011908,0
0.5,0.034063,0.0011908,0
0.5,0.033813,0.0011908,0
0.5,0.026562,0.0063869,0
0.5,0.010063,0.0042219,0
0.5,0.0099375,0.0042219,0
0.5,0.01725,0.0036806,0
0.5,0.010875,0.0069282,0
0.5,0.016063,0.0014073,0
0.5,0.015937,0.0014073,0
0.5,0.0095,0.0058457,0
0.5,0.0070625,0.007253,0
0.5,0.018688,0.0055209,0
0.5,0.018625,0.0056292,0
0.5,0.027625,0.0034641,0
0.5,0.0185,0.0067117,0
0.5,0.018437,0.00682,0
0.5,0.01675,0.0023816,0
0.5,0.016687,0.0022733,0
0.5,0.018938,0.0035724,0
0.5,0.018875,0.0034641,0
0.5,0.018251,0.0032476,0
0.5,0.037375,0.0030311,0
0.5,0.014813,0.0024898,0
0.5,0.014937,0.0024898,0
0.5,0.025063,0.0083355,0
0.5,0.024687,0.0014073,0
0.5,0.027313,0.0033558,0
0.5,0.0078125,0.0042219,0
0.5,0.007875,0.0043301,0
0.5,0.016063,0.0029228,0
0.5,0.016125,0.0030311,0
0.5,0.027625,0.0056292,0
0.5,0.017563,0.0014073,0
0.5,0.017438,0.0014073,0
0.5,0.016688,0.0014073,0
0.5,0.016813,0.0014073,0
